username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
NICOLUKAS1987,16/10/19 17:10,0,0,La sed me ataca y mi garganta lo sabe... Sabe que??? Sabe que # AguilaFusionLimon me puede sacar de este desierto... https://www.facebook.com/story.php?story_fbid=560795164663457&id=100021989360748 ...,,,# AguilaFusionLimon,1.18E+18,https://twitter.com/NICOLUKAS1987/status/1184592596506685441
ElViruleas,16/10/19 16:16,0,1,"- !Marica! Yo tomo es @ CervezaAguila - Parce, solo habia Poker. # aguilafusionlimon pic.twitter.com/OlfhJHGLzy",,@ CervezaAguila,# aguilafusionlimon,1.18E+18,https://twitter.com/ElViruleas/status/1184579011986513920
CervezaAguila,16/10/19 15:52,0,0,"Tienes la oportunidad de ir gracias a Aguila Fusion Limon, solo debes ingresar en este link https://bit.ly/2BftjHN y seguir las instrucciones.",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1184572765942288384
sixtor1,16/10/19 15:47,0,0,# Expocervezas debe ser un momento agradable con amigos # AguilaFusionLimon super quiero ir soy en facebook sixto ramos @ sixtor1 saludos,,@ sixtor1,# Expocervezas # AguilaFusionLimon,1.18E+18,https://twitter.com/sixtor1/status/1184571606171082753
Geralorena2010,16/10/19 15:18,0,2,Mis cervezas favoritas son todas las de mi familia Aguila y aun mas que acompanan una de mis fechas especiales este ano mi Aniversario #17 que fusion de momentos # aguilafusionlimon @ CervezaAguila,,@ CervezaAguila,# aguilafusionlimon,1.18E+18,https://twitter.com/Geralorena2010/status/1184564252578893825
ShyrleyvysB,16/10/19 15:09,0,0,"Me quede esperando mi aguila fusion limon, el camion no llego",,,,1.18E+18,https://twitter.com/ShyrleyvysB/status/1184562040096149505
Geralorena2010,16/10/19 14:32,0,1,@ CervezaAguila Nada mas emocionante que asistir a EXPOCERVEZA en la mejor fecha de aniversario 17 de Octubre y fusionar la alegria y momentos especiales con magno evento junto a tu compania # susyrocha # aguilafusionlimon,,@ CervezaAguila,# susyrocha # aguilafusionlimon,1.18E+18,https://twitter.com/Geralorena2010/status/1184552603897782272
CervezaAguila,15/10/19 15:07,1,0,"Greys, eso es amor a primera fria, me encanta que disfrutes tanto de # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1184199027350482945
Juankarlos827,15/10/19 13:05,2,1,"Si tu novio toma Aguila fusion Limon en el Cristal, para mi estas soltera.",,,,1.18E+18,https://twitter.com/Juankarlos827/status/1184168398797918209
sebastianpasto4,15/10/19 12:34,0,0,"@ CervezaAguila usteds si son definitivamente un fraude, se supone que hace un mes me debia llegar la cerveza aguila fusion limon y nunca llego que falta de respeto para que promocionan cosas que no van a cumplir.. # SonUnFraude",,@ CervezaAguila,# SonUnFraude,1.18E+18,https://twitter.com/sebastianpasto4/status/1184160716418367490
CervezaAguila,15/10/19 11:38,1,0,"Greys, Aguila Fusion Limon, perfecta pa' ese calorcito, ?cierto?",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1184146629391241216
CervezaAguila,15/10/19 11:36,0,0,"Silvi, ?fuiste por una Aguila Fusion Limon de fin de semana?",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1184145982910541825
Mariia_Ospino,14/10/19 00:14,0,0,La verdad fue que no le vi fundamento a esa aguila fusion limon que decepcion,,,,1.18E+18,https://twitter.com/Mariia_Ospino/status/1183611987152003072
chimmyhuertas,13/10/19 23:47,0,0,"Nunca tomen esa Aguila Fusion Limon, es una trampa, sabe horrible.",,,,1.18E+18,https://twitter.com/chimmyhuertas/status/1183605272323018753
mclaralopezr,13/10/19 20:08,0,0,Lo unico que me ha hecho tomar cerveza es la Aguila Fusion Limon porque de resto gasssssss,,,,1.18E+18,https://twitter.com/mclaralopezr/status/1183550103308648454
paulhernandezv,13/10/19 18:50,0,0,Por fin probe la Aguila Fusion Limon. No se que tan danina y artificial sea pero la verdad es que no esta nada mal.,,,,1.18E+18,https://twitter.com/paulhernandezv/status/1183530541943083009
svesga_,13/10/19 17:45,0,2,De la Aguila fusion limon tengo que decir: pega.,,,,1.18E+18,https://twitter.com/svesga_/status/1183514004251140096
RamireZzzFabian,13/10/19 16:54,1,0,Esa Aguila Fusion Limon es pura agua... Nada que ver,,,,1.18E+18,https://twitter.com/RamireZzzFabian/status/1183501193366114307
isa_m19,13/10/19 00:42,0,3,Quiero una cerveza Aguila Fusion Limon,,,,1.18E+18,https://twitter.com/isa_m19/status/1183256711399784448
Camelotpm,12/10/19 19:57,1,0,Recuerdan como les fue tomando esta Cerveza?...Full Brava # cerveza # brava # aguilafusionlimon # beer # Colombia # FiestasDeOctubrepic.twitter.com/ePIsyoLVsN,,,# cerveza # brava # aguilafusionlimon # beer # Colombia # FiestasDeOctubrepic,1.18E+18,https://twitter.com/Camelotpm/status/1183185014172901377
18NEIVER,12/10/19 16:15,0,0,Esa cerveza aguila fusion limon si sabe feo,,,,1.18E+18,https://twitter.com/18NEIVER/status/1183129132437331968
cucayoconcafe,12/10/19 14:08,0,0,@ CervezaAguila Tarde pero llego # aguilafusionlimon # TomalaBienFriapic.twitter.com/jmpk75dLKO,,@ CervezaAguila,# aguilafusionlimon # TomalaBienFriapic,1.18E+18,https://twitter.com/cucayoconcafe/status/1183097003439509505
GreysJohanna,12/10/19 13:50,0,3,Seguimos con la tropa de # AguilaFusionLimon pic.twitter.com/ROphvUfEWS,,,# AguilaFusionLimon,1.18E+18,https://twitter.com/GreysJohanna/status/1183092702314991616
auravargasr,11/10/19 22:40,0,4,No se ustedes pero a mi esa Aguila Fusion Limon me parece muy peye,,,,1.18E+18,https://twitter.com/auravargasr/status/1182863505822834688
NuriaSands14,11/10/19 22:06,0,1,"Por fin probe la aguila fusion limon y un amigo dijo sabe a choclito en agua""""",,,,1.18E+18,https://twitter.com/NuriaSands14/status/1182854995382808577
NaibethOspino,11/10/19 20:34,0,0,Sere la unica que no ha probado la # aguilafusionlimon ?,,,# aguilafusionlimon,1.18E+18,https://twitter.com/NaibethOspino/status/1182831857274109952
CervezaAguila,11/10/19 12:32,0,0,"Juan, hagamos vaca, !reune al combo y vamos por esas # AguilaFusionLimon!",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1182710581490528258
CervezaAguila,9/10/19 20:58,0,1,"Mi hermano, nuestra # AguilaFusionLimon esta hecha pa' atreverse a fusionar tus mejores momentos con nuevas experiencias.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1182113222691823616
CervezaAguila,9/10/19 20:49,0,1,"!Va en camino, @ MarieHellen07! Estamos exprimiendo nuestras ultimas dos gotas de limon, pa' que puedas disfrutar como se debe la fusion del momento.",,@ MarieHellen07,,1.18E+18,https://twitter.com/CervezaAguila/status/1182110961517416449
CervezaAguila,9/10/19 20:25,0,0,"!Buenisima esa, brother, se ve que tienes la fusion que se necesita pa' disfrutar la nueva # AguilaFusionLimon!",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1182104817868689409
CervezaAguila,9/10/19 15:21,0,0,"!Lau, te lo dije, nosotros siempre les cumplimos! ?Que fue lo que mas te gusto de # AguilaFusionLimon?",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1182028378469228546
LaNegrisGC,9/10/19 14:48,0,1,"@ CervezaAguila # aguilafusionlimon me llego por fin! Pense que no llegaria, toco enfriarla! Pa' probarla. pic.twitter.com/KRST5Oix10",,@ CervezaAguila,# aguilafusionlimon,1.18E+18,https://twitter.com/LaNegrisGC/status/1182020140721946625
ev_castillejo,9/10/19 14:03,1,1,"Aguila fusion limon, smirnoff lulo, ahora que sigue? Coco anis frutos rojos, garabato maracuya?",,,,1.18E+18,https://twitter.com/ev_castillejo/status/1182008708131430400
docukalu,9/10/19 11:44,0,0,Cerveza Aguila Fusion Limon. En serio? Ponganse serios @ CervezaAguila y consumidores... dejense de joder pidiendo maricadas como esta.,,@ CervezaAguila,,1.18E+18,https://twitter.com/docukalu/status/1181973779871875072
CervezaAguila,9/10/19 08:05,0,0,"Yore, # AguilaFusionLimon, llego pa' acompanarte en todo momento y brindarle alegria al combo.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1181918508814409730
Kevinvargas06,8/10/19 21:46,0,0,La aguila fusion limon ni la he probado.,,,,1.18E+18,https://twitter.com/Kevinvargas06/status/1181762800265449473
CorrectoRata,8/10/19 19:46,0,0,"No entiendo por que le ponen la tilde a <fusion""> y a <""limon""> pero no <""aguila"">.""",,,,1.18E+18,https://twitter.com/CorrectoRata/status/1181732659397050369
gorrrrdi,8/10/19 17:19,0,0,Que cochinada esa Aguila fusion limon,,,,1.18E+18,https://twitter.com/gorrrrdi/status/1181695749970640896
CervezaAguila,8/10/19 13:41,0,1,"De nada Camilo, sabes que a nosotros siempre nos gusta compartir. Ahora tu invitas la segunda # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1181640817842282497
ALBEIRO_COLLAZO,8/10/19 07:21,0,0,*Aguila fusion limon* https://twitter.com/FoforedCom/status/1181538743003570178 ...,,,,1.18E+18,https://twitter.com/ALBEIRO_COLLAZO/status/1181545023944433666
Albarracin1716,7/10/19 21:36,0,0,"Fan de la cerveza Aguila fusion limon, cosita deliciosa, y eso que no me gusta mucho la cerveza, pero esta si esta deli.",,,,1.18E+18,https://twitter.com/Albarracin1716/status/1181398009076158464
Consuelo7410,7/10/19 21:28,0,1,Nos tomamos esta caja Y nos dieron las 10 y las 11 las 12 y la 1 jajajaj Comadre le timbra el celular hay no es la alarma para despertar son las 4:30 am.Gracias @ CervezaAguila # aguilafusionlimon pic.twitter.com/OgPQYDExdO,,@ CervezaAguila,# aguilafusionlimon,1.18E+18,https://twitter.com/Consuelo7410/status/1181395842248392704
NoSoyMamerto,7/10/19 20:26,7,13,"Pelea entre dos veganos, animalistas, que le dicen bebe a un perro, defensores de Greta, aliados feministas, que ven Friends mientras toman Aguila Light fusion limon pic.twitter.com/9rJ4UZx0d8",,,,1.18E+18,https://twitter.com/NoSoyMamerto/status/1181380187298160640
sla29_,7/10/19 18:24,0,3,Cosas malucas y Aguila fusion limon.,,,,1.18E+18,https://twitter.com/sla29_/status/1181349660537036801
0_Jackie_8,7/10/19 14:15,0,2,"Ya probe la Aguila fusion limon, y la verdad es que prefiero el sabor de tus besos :3",,,,1.18E+18,https://twitter.com/0_Jackie_8/status/1181286987199762432
CervezaAguila,7/10/19 07:03,0,1,Pues reunamos al combo y vamos por unas Aguila Fusion Limon.,,,,1.18E+18,https://twitter.com/CervezaAguila/status/1181178354298494981
QUEEN1802,6/10/19 23:57,0,4,4 corazones brindado bajo la lluvia. # aguilafusionlimon pic.twitter.com/2goA6pNFIg,,,# aguilafusionlimon,1.18E+18,https://twitter.com/QUEEN1802/status/1181071114883211264
albertmelgarejo,6/10/19 22:38,0,0,Aguila fusion limon mi opinion no hubo una desicion si querian que esto sepa agua o limon porque no mi paladar no le encuentra el sabor. fracaso,,,,1.18E+18,https://twitter.com/albertmelgarejo/status/1181051207864983552
rdjrackles,6/10/19 20:02,0,0,En estos momentos se me antoja una cerveza aguila fusion limon,,,,1.18E+18,https://twitter.com/rdjrackles/status/1181011806661332992
jennavargasc,6/10/19 15:09,0,2,Tenia las expectativas muy altas con la aguila fusion limon.,,,,1.18E+18,https://twitter.com/jennavargasc/status/1180938173922324482
CamiloMaradiago,6/10/19 12:09,0,1,Ustedes son tan flojos que se toman una de esas aguila fusion limon y se emborrachan con guayabo al otro dia y todo,,,,1.18E+18,https://twitter.com/CamiloMaradiago/status/1180892829138247680
Daco512,6/10/19 10:55,0,0,Que ganas de micheladas de aguila fusion limon,,,,1.18E+18,https://twitter.com/Daco512/status/1180874122278166528
eusoushon,5/10/19 23:54,0,0,Y la # aguilafusionlimon es rica? pic.twitter.com/RUfEugIfW0,,,# aguilafusionlimon,1.18E+18,https://twitter.com/eusoushon/status/1180707882788098048
JenniferSierrS,5/10/19 23:24,0,1,"Mk esa aguila, de fusion limon"" no tiene NADA que vaina tan fea!!!""",,,,1.18E+18,https://twitter.com/JenniferSierrS/status/1180700329421279232
felo372,5/10/19 22:20,0,0,JOKER: el segundo peor error que cometi este fin de semana despues de la cerveza Aguila Fusion Limon. A los 3 que me leen aca los atiendo al mismo tiempo.,,,,1.18E+18,https://twitter.com/felo372/status/1180684237319626752
LauraGuerrero29,5/10/19 21:34,0,1,"Esa aguila fusion limon es como una michelada artificial"" pero naaa eso de que le quieran falsear el manguito cagadaaaa""",,,,1.18E+18,https://twitter.com/LauraGuerrero29/status/1180672586507788288
BolaDPelo,5/10/19 18:25,2,14,"?Cerveza aguila fusion limon? Que mas sigue, ?Cerveza aguila con cristales de sabila y extracto de guarana?",,,,1.18E+18,https://twitter.com/BolaDPelo/status/1180625164901523456
CervezaAguila,5/10/19 17:34,0,11,"Calma mi hermano, aqui: https://bit.ly/2Ojr2Dr podras ver todas los lugares en los que puedes encontrar una # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1180612345011326984
alvarezayra,5/10/19 17:02,0,0,Estamos todos de acuerdo que esa fusion de Aguila Limon no sabe a ni mierrrrrrda,,,,1.18E+18,https://twitter.com/alvarezayra/status/1180604311081902080
CervezaAguila,5/10/19 12:39,0,1,!Ve a tu tienda mas cercana y disfruta de Aguila Fusion Limon!,,,,1.18E+18,https://twitter.com/CervezaAguila/status/1180538061928767488
CervezaAguila,5/10/19 12:13,0,0,"Entonces ya disfrutaste de Aguila Fusion Limon, ?cierto?",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1180531381115506689
felo372,4/10/19 15:58,0,2,Acabo de cometer el grave error de probar la cerveza Aguila Fusion Limon. No sabe ni a cerveza ni a limon. Un agua con gas y sin personalidad. # Fo,,,# Fo,1.18E+18,https://twitter.com/felo372/status/1180225716253872128
yhojandr,4/10/19 15:09,1,7,"Dizque tomando Aguila Fusion Limon, valorense.",,,,1.18E+18,https://twitter.com/yhojandr/status/1180213426569846786
Cuentame__Mas,4/10/19 08:06,1,0,Aguila fusion limon???? ES UNA PUTA REDD'S DISFRAZADA (es igual de horrible),,,,1.18E+18,https://twitter.com/Cuentame__Mas/status/1180106930523652109
Consuelo7410,3/10/19 22:04,0,0,Aqui ya cayeron # aguilafusionlimon @ CervezaAguilapic.twitter.com/hq2hZNqlhq,,@ CervezaAguilapic,# aguilafusionlimon,1.18E+18,https://twitter.com/Consuelo7410/status/1179955396863238144
esco_barp56,3/10/19 21:41,0,0,Y 3. El aguila fusion limon!! Para los que no la han probado jajaja https://twitter.com/esco_barp56/status/1179949623521222656 ...,,,,1.18E+18,https://twitter.com/esco_barp56/status/1179949736297746436
juansandj,3/10/19 19:12,0,0,Yo hace varios dias me gane una # aguilafusionlimon y esta es la hora que no ha llegado. Sera que ya no llega? O el mensajero se perdio en el camino,,,# aguilafusionlimon,1.18E+18,https://twitter.com/juansandj/status/1179912109876039680
jbeltrn121,3/10/19 16:08,0,2,"que aguila fusion limon ni que monda, thisss pic.twitter.com/XGDjo30Ziu",,,,1.18E+18,https://twitter.com/jbeltrn121/status/1179865954005614592
CervezaAguila,3/10/19 13:01,0,1,Ese emoji esta justo pa' fusionar la nueva Aguila Fusion Limon.,,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179818710938378240
Consuelo7410,3/10/19 05:24,0,1,# AguilaFusionLimon @ CervezaAguila Gracias y ahora si a celebrar.pic.twitter.com/cqMGrbzrFX,,@ CervezaAguila,# AguilaFusionLimon,1.18E+18,https://twitter.com/Consuelo7410/status/1179703744533057536
CervezaAguila,2/10/19 17:13,0,0,"Angie, ?tu ya probaste la nueva mezcla de sabor de Aguila Fusion Limon? Estamos seguros de que la tia de Lucina ya la probo.",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179519865473949697
CervezaAguila,2/10/19 12:57,0,1,"Se nota que esa fusion lo dejo flechados, que bacano ver al combo reunido feliz, disfrutando de # AguilaFusionLimon, en todas las celebraciones.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179455443296555008
CervezaAguila,2/10/19 11:44,0,0,"Naho, sabemos que esa es tu reaccion al tomar la nueva # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179437072861540352
ronaldvalero2,2/10/19 11:33,0,0,Ayer en la celebracion del titulo corporativo no podia faltar # aguilafusionlimon pic.twitter.com/mKFGuKB0vI,,,# aguilafusionlimon,1.18E+18,https://twitter.com/ronaldvalero2/status/1179434144830500864
CervezaAguila,2/10/19 11:32,0,1,"Marce, la nueva # AguilaFusionLimon esta en su punto.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179433940509220864
CervezaAguila,2/10/19 11:02,0,0,Y esa hazana merece ser celebrada con un brindis de un par de Aguila Fusion Limon.,,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179426499847438338
CervezaAguila,2/10/19 08:25,0,0,"Nuestra reaccion, al preguntarnos, ?por que no has probado la nueva # AguilaFusionLimon?",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179386865201360897
BianeCoronell,2/10/19 08:03,0,0,Celebrando con aguila Fusion Limon,,,,1.18E+18,https://twitter.com/BianeCoronell/status/1179381437243498498
pertuz_tita,2/10/19 07:40,0,0,"Que pensandolo, aun no he probado la nueva aguila fusion limon",,,,1.18E+18,https://twitter.com/pertuz_tita/status/1179375650572029952
_Shirlanyyy,1/10/19 22:56,0,0,La cerveza aguila fusion limon es horrible.,,,,1.18E+18,https://twitter.com/_Shirlanyyy/status/1179243627471675393
CervezaAguila,1/10/19 21:38,0,1,"Carolita, con amor todo se hace bien, por eso te invito a que pruebes la nueva # AguilaFusionLimon. Te llenara de emocion.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179224023076605954
Alejaaa_23,1/10/19 21:32,0,1,Hoy probe la aguila fusion limon y no cumplio mis expectativas :''(,,,,1.18E+18,https://twitter.com/Alejaaa_23/status/1179222471280648192
CervezaAguila,1/10/19 21:27,0,0,"Cami, con amor hay que darle la bienvenida a este mes, pero con sabor tambien. ?Ya probaste la nueva # AguilaFusionLimon?",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179221308841832450
GalloMatrix,1/10/19 21:17,0,1,La Aguila Fusion Limon https://twitter.com/OtraSara2/status/1179057331922964480 ...,,,,1.18E+18,https://twitter.com/GalloMatrix/status/1179218915353870336
CervezaAguila,1/10/19 20:52,0,0,"Caro, viene un mes con mucho carino. Aproposito, ?ya probaste la nueva # AguilaFusionLimon?",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179212498517610496
CervezaAguila,1/10/19 20:43,0,0,A ponernos verdes este mes con la locura de la nueva # AguilaFusionLimon. ?Ya la probaste?,,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179210241126387712
Niicobarrera,1/10/19 20:40,1,8,"Si tu novio toma Aguila fusion Limon en el Cristal, para mi estas soltera.",,,,1.18E+18,https://twitter.com/Niicobarrera/status/1179209501024690176
CervezaAguila,1/10/19 20:23,0,0,"Te predice un pronto encuentro con una fria pa'l fresquito, mejor aun si es una nueva # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179205232569532416
CervezaAguila,1/10/19 20:15,0,1,"Srita, esa es la alegria que se necesita. Compartela con tu combo y una fria de la nueva # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179203163011850241
CervezaAguila,1/10/19 20:05,0,1,"Ale, complicidad este mes con nosotros. Pronostico de tardear con # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179200806073057287
CervezaAguila,1/10/19 20:00,0,1,"Lau, puro brillo este mes, disfrutalo con una buena fria y pruebate la nueva # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179199373948985345
CervezaAguila,1/10/19 19:39,0,0,"Naty, debes probar la nueva # AguilaFusionLimon pa' que cambies esa carita.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179194091696992257
CAN_LaFlaca,1/10/19 19:00,0,0,La Aguila Fusion limon es una chi****,,,,1.18E+18,https://twitter.com/CAN_LaFlaca/status/1179184464842416131
CervezaAguila,1/10/19 18:55,0,0,Porque en tu lista de tareas debes apuntar : probar la nueva # AguilaFusionLimon. # Vivela como quieras.,,,# AguilaFusionLimon # Vivela,1.18E+18,https://twitter.com/CervezaAguila/status/1179183064553005056
CervezaAguila,1/10/19 17:10,0,0,Esas carcajadas combinan perfecto con una # AguilaFusionLimon bien fria. # Vivela con cualquier plan.,,,# AguilaFusionLimon # Vivela,1.18E+18,https://twitter.com/CervezaAguila/status/1179156654065094656
CervezaAguila,1/10/19 17:05,0,1,Brillando andas porque la nueva # AguilaFusionLimon te probaras.,,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179155501629759488
CervezaAguila,1/10/19 16:53,0,1,"!Salud! Viejo Wil, por esas frias que se vienen. ?Ya probaste la nueva # AguilaFusionLimon?",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179152256823889920
CervezaAguila,1/10/19 16:50,0,0,"Porque fijo, hay plan pa'l fin de semana con # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179151593272467456
Rafangulo,1/10/19 16:18,0,3,"Del putas, por favor que se dane si echan extracto de # Aguilafusionlimon",,,# Aguilafusionlimon,1.18E+18,https://twitter.com/Rafangulo/status/1179143620877803522
CervezaAguila,1/10/19 15:02,0,0,?En donde? La estamos buscando pa' que no se pierda el sabor de la nueva Aguila Fusion Limon.,,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179124367952883719
CervezaAguila,1/10/19 13:26,0,1,"Chicos, yo creo que hoy es el dia para disfrutar de una fria de # AguilaFusionLimon, ?que dicen?",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179100324096860160
CervezaAguila,1/10/19 11:31,0,0,"?Por que pesimo servicio? Estamos dandote algo que cualquiera no te da, tu sabes muy bien que con nosotros pasas los mejores momentos, Tu # AguilaFusionLimon llega o llega.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179071322061709320
CervezaAguila,1/10/19 11:15,0,2,"Eso nos parece muy bien, Juliana, por eso te tengo una super opcion: # AguilaFusionLimon, es perfecta para ti. Busca la tuya y te aseguro que no arrepentiras.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179067398722338816
CervezaAguila,1/10/19 10:32,0,0,"Nunca digas nunca, mi bro. Tu pruebita gratis de Aguila Fusion Limon esta en camino.",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179056400468774917
CervezaAguila,1/10/19 10:31,0,0,"Aun estamos entregando las pruebitas gratis de Aguila Fusion Limon, mi bro, ten calma, la tuya ya esta en camino.",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179056133253865475
CervezaAguila,1/10/19 10:29,0,0,"Ah no, mi bro, nada que hacer, tu brinda con tu edicion favorita y nosotros te acompanamos en el brindis con una Aguila Fusion Limon.",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179055839363178496
CervezaAguila,1/10/19 10:25,0,0,"Sebas, cogela suave, ?como vas a decir eso? Con la cerveza no se juega. Aun estamos entregando las miles de pruebas gratis de Aguila Fusion Limon, la tuya debe estar por llegar.",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179054754074447872
CervezaAguila,1/10/19 10:21,0,0,"Y te encanto, ?verdad? Tienes que invitarle al combo una ronda de frias Aguila Fusion Limon pa' que se enamoren tambien.",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179053613366292481
CervezaAguila,1/10/19 09:50,0,0,"Bro, el nunca no existe con # AguilaFusionLimon, solo es cuestion de tener paciencia, tu sabes que lo bueno se hace esperar un poquito mas.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179045909830742023
CervezaAguila,1/10/19 09:31,0,0,"Calma, que nuestra # AguilaFusionLimon esta super ansiosa de conocerte. Te lo digo yo, que me hablo con ella.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179041210851299328
CervezaAguila,1/10/19 09:26,0,0,?Y sera que Homero nos da otro 20 sobre 10 con nuestra nueva # AguilaFusionLimon? !Esta buenisima e imperdible!,,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179039952161705984
CervezaAguila,1/10/19 09:03,0,0,"Lolo, ?que paso? ?Estas enfermo y no has podido ir a disfrutar de la nueva Aguila Fusion Limon con el combo?",,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179034035378704384
CervezaAguila,1/10/19 08:55,0,0,!Una delicia! Definitivamente no hay nada igual a la Aguila Fusion Limon.,,,,1.18E+18,https://twitter.com/CervezaAguila/status/1179032124399206400
CervezaAguila,1/10/19 08:06,0,0,"Ange, es perfecta para cualquier ocasion, ?pa' cuando el repitis con el combo y # AguilaFusionLimon? Revisa en este link, tu tienda mas cercana http://www.cervezaaguila.com",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179019734186110984
CervezaAguila,1/10/19 07:47,0,0,"!Bro, lo dudo! Ya intentaste entrar a http://www.cervezaaguila.com y buscar en nuestro mapa la tienda mas cercana. Corre, porque esta imperdible nuestra # AguilaFusionLimon.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179014995104948224
CervezaAguila,1/10/19 07:45,0,1,"Joha, ?que tal estuvo esa fusion? No olvides que nuestra # AguilaFusionLimon es perfecta para cualquier momento y lugar. !Vivela!",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179014514840424451
CervezaAguila,1/10/19 07:25,0,0,"Mario, totalmente de acuerdo, ?que tal si brindamos con # AguilaFusionLimon?",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1179009378244014085
Puroporjoder,1/10/19 05:04,0,0,Si pide una Aguila Fusion Limon. pic.twitter.com/OevNxPLsci,,,,1.18E+18,https://twitter.com/Puroporjoder/status/1178973893475917826
CaceresCuatro,30/9/19 14:58,0,0,"Cual aguila fusion ni que mierda, salchichon fusion deberian sacar, que ya venga con el limon",,,,1.18E+18,https://twitter.com/CaceresCuatro/status/1178760965430693890
Linnamaria47,30/9/19 13:26,0,6,La cerveza aguila fusion limon me supo como a pescao' JAJAJAJAJAJA lo siento,,,,1.18E+18,https://twitter.com/Linnamaria47/status/1178737927108608002
CervezaAguila,30/9/19 11:55,0,1,"Levi, si ganaste tu botella, creeme que # AguilaFusionLimon, llega o llega, solo es cuestion de esperar un poquito mas.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1178715069892501507
alicexxx113,30/9/19 10:15,0,0,Prefiero con toda la flojera de mi alma hacerme una michelada que tomar esa 'Aguila fusion limon',,,,1.18E+18,https://twitter.com/alicexxx113/status/1178689932665266176
CervezaAguila,30/9/19 08:59,0,1,"Lauri, sabes que lo bueno se hace esperar, vamos en camino con tu # AguilaFusionLimon, cuando te llegue te va a gustar tanto que no la querras dejar.",,,# AguilaFusionLimon,1.18E+18,https://twitter.com/CervezaAguila/status/1178670825190371333
